gender,age,class,embarked,country,fare,sibsp,parch,pred_age8,pred_fare72,pred_class1,pred_fareclass
male,31,2nd,Southampton,Sweden,10.1,0,0,0.518,0.104,0.222,0.124
male,35,3rd,Cherbourg,Lebanon,7.0406,0,0,0.366,0.394,0.338,0.344
male,35,2nd,Southampton,United States,26,1,1,0.78,0.144,0.322,0.356
female,34,2nd,Southampton,United States,26,1,1,0.946,0.912,0.82,0.976
female,37,3rd,Southampton,Finland,9.1109,0,0,0.57,0.474,0.86,0.958
male,31,2nd,Queenstown,Ireland,10.1402,0,0,0.432,0.09,0.218,0.128
male,38,3rd,Southampton,China/Hong Kong,56.0911,0,0,0.51,0.52,0.152,0.066
male,23,3rd,Southampton,X,56.0911,0,0,0.51,0.276,0.218,0.122
female,22,3rd,Southampton,Sweden,7.05,0,0,0.734,0.396,0.882,0.974
male,17,3rd,Queenstown,Ireland,7.15,0,0,0.386,0.214,0.238,0.152
male,32,3rd,Southampton,X,56.0911,0,0,0.51,0.566,0.29,0.152
female,1,2nd,Cherbourg,France,41.1107,1,2,0.984,0.918,0.902,0.848
female,3,2nd,Cherbourg,France,41.1107,1,2,0.984,0.924,0.914,0.86
male,25,2nd,Cherbourg,France,41.1107,1,2,0.666,0.19,0.462,0.486
female,22,2nd,Cherbourg,France,41.1107,1,2,0.984,0.958,0.97,0.972
male,29,3rd,Southampton,United States,9.0908,0,0,0.564,0.4,0.232,0.114
male,29,3rd,Southampton,Sweden,7.1506,0,0,0.54,0.4,0.206,0.114
male,22,3rd,Southampton,Sweden,7.1506,0,0,0.54,0.258,0.232,0.11
female,49,1st,Southampton,United States,25.1807,0,0,0.904,0.962,0.96,0.962
male,5,3rd,Southampton,X,25.0904,3,1,0.058,0.11,0.472,0.488
female,3,3rd,Southampton,X,25.0904,3,1,0.04,0.156,0.66,0.682
female,8,3rd,Southampton,X,25.0904,3,1,0.04,0.124,0.718,0.778
female,12,3rd,Southampton,X,25.0904,3,1,0.04,0.146,0.752,0.832
female,40,3rd,Southampton,X,25.0904,0,4,0.194,0.172,0.792,0.878
female,17,2nd,Cherbourg,Switzerland,12,0,0,0.96,0.898,0.91,0.976
male,32,3rd,Southampton,Finland,7.1806,0,0,0.584,0.566,0.246,0.152
female,31,2nd,Southampton,Scotland,33,0,0,0.944,0.882,0.936,0.976
female,39,2nd,Southampton,England,10.1,0,0,0.932,0.888,0.898,0.962
female,18,3rd,Queenstown,Ireland,15.1,1,0,0.648,0.506,0.828,0.964
male,20,3rd,Queenstown,Ireland,15.1,1,0,0.344,0.19,0.29,0.2
female,27,1st,Cherbourg,France,106.0806,0,0,0.952,0.986,0.986,0.986
male,41,3rd,Southampton,England,24.03,0,0,0.392,0.428,0.21,0.028
male,35,1st,Cherbourg,X,512.0607,0,0,0.61,0.344,0.52,0.344
male,37,2nd,Southampton,Canada,12.1706,0,0,0.518,0.128,0.22,0.044
male,30,1st,Cherbourg,United States,27.1405,0,0,0.558,0.364,0.358,0.364
male,25,2nd,Southampton,England,10.1,0,0,0.518,0.064,0.274,0.174
male,24,3rd,Southampton,Belgium,9.1,0,0,0.572,0.368,0.252,0.172
female,25,3rd,Southampton,Sweden,7.1506,0,0,0.608,0.43,0.89,0.97
female,45,3rd,Southampton,England,7.15,0,0,0.656,0.41,0.886,0.956
male,42,1st,Southampton,Sweden,26.11,0,0,0.574,0.032,0.308,0.032
male,36,3rd,Southampton,Sweden,15.11,1,0,0.432,0.368,0.31,0.168
female,30,3rd,Southampton,Sweden,15.11,1,0,0.444,0.406,0.8,0.974
male,20,3rd,Southampton,Finland,7.1806,1,0,0.56,0.224,0.344,0.25
female,55,1st,Cherbourg,Sweden,27.1405,0,0,0.93,0.974,0.93,0.974
male,21,3rd,Queenstown,Ireland,7.1707,0,0,0.412,0.222,0.254,0.122
female,16,1st,Cherbourg,France,39.08,0,1,0.964,0.994,0.982,0.994
female,50,1st,Cherbourg,United States,39.08,0,1,0.964,0.984,0.946,0.984
male,61,2nd,Queenstown,Ireland,12.07,0,0,0.444,0.106,0.1,0.08
male,28,3rd,Southampton,X,56.0911,0,0,0.51,0.366,0.272,0.154
male,27,3rd,Southampton,Austria,9.1,0,0,0.572,0.358,0.258,0.176
male,25,3rd,Southampton,Latvia,7.05,0,0,0.516,0.372,0.248,0.174
female,34,3rd,Southampton,England,16.02,1,0,0.462,0.49,0.884,0.978
male,31,3rd,Southampton,England,16.02,1,0,0.45,0.346,0.302,0.244
male,19,3rd,Southampton,England,7.1707,0,0,0.552,0.256,0.232,0.118
female,21,1st,Cherbourg,United States,77.1902,0,0,0.952,0.982,0.986,0.982
male,29,1st,Southampton,United States,30,0,0,0.572,0.114,0.362,0.114
male,30,1st,Southampton,United States,45.1,0,0,0.376,0.106,0.054,0.106
male,50,2nd,Southampton,England,26,1,0,0.472,0.132,0.3,0.292
female,43,2nd,Southampton,England,26,1,0,0.936,0.88,0.908,0.972
male,20,3rd,Southampton,England,7.05,0,0,0.516,0.258,0.226,0.112
male,29,3rd,Southampton,Croatia (Modern),8.1303,0,0,0.574,0.4,0.222,0.114
male,50,3rd,Southampton,Sweden,7.0101,0,0,0.51,0.428,0.2,0.188
female,23,3rd,Southampton,United States,7.1701,0,0,0.574,0.39,0.87,0.972
male,32,3rd,Southampton,Sweden,7.1107,0,0,0.53,0.566,0.25,0.152
female,59,1st,Cherbourg,France,146.1005,0,0,0.944,0.968,0.976,0.968
male,30,3rd,Cherbourg,Greece,6.0809,0,0,0.352,0.38,0.366,0.364
male,44,3rd,Southampton,X,7.1711,0,0,0.556,0.422,0.236,0.032
male,20,3rd,Southampton,Scotland,7.11,0,0,0.528,0.258,0.228,0.112
female,57,2nd,Southampton,England,10.1,0,0,0.932,0.772,0.756,0.93
female,21,3rd,Queenstown,Ireland,7.15,0,0,0.776,0.536,0.862,0.962
female,16,1st,Southampton,United States,211.0609,0,1,0.926,0.976,0.982,0.976
male,24,3rd,Southampton,Norway,7.021,0,0,0.528,0.368,0.242,0.172
male,22,3rd,Southampton,Finland,7.0206,0,0,0.51,0.258,0.23,0.11
male,30,1st,Southampton,United States,26,0,0,0.486,0.106,0.208,0.106
female,20,3rd,Queenstown,Ireland,7.1707,0,0,0.73,0.538,0.872,0.962
female,20,1st,Southampton,England,86.1,0,0,0.926,0.974,0.986,0.974
male,34,3rd,Southampton,England,8.01,0,0,0.578,0.508,0.248,0.132
male,29,3rd,Southampton,Finland,7.1806,0,0,0.584,0.4,0.214,0.114
male,25,2nd,Cherbourg,France,15,0,0,0.42,0.16,0.43,0.404
male,1,2nd,Cherbourg,France,37,0,2,0.828,0.794,0.83,0.852
male,45,2nd,Cherbourg,France,37,1,1,0.694,0.152,0.39,0.358
female,24,2nd,Cherbourg,France,37,1,1,0.98,0.936,0.972,0.982
male,18,3rd,Cherbourg,Lebanon,7.0407,0,0,0.382,0.282,0.46,0.366
female,32,3rd,Queenstown,Ireland,7.15,0,0,0.776,0.544,0.822,0.956
male,30,2nd,Cherbourg,United States,15.1107,0,0,0.44,0.178,0.41,0.364
female,28,3rd,Queenstown,Ireland,7.1409,0,0,0.788,0.58,0.892,0.956
male,25,3rd,Cherbourg,Turkey,7.0407,0,0,0.382,0.38,0.436,0.404
male,29,1st,Cherbourg,France,29.14,0,0,0.634,0.396,0.572,0.396
male,23,3rd,Southampton,Yugoslavia,7.1711,0,0,0.556,0.276,0.236,0.122
male,35,3rd,Southampton,Bulgaria,7.1711,0,0,0.556,0.508,0.25,0.136
male,33,3rd,Cherbourg,Slovenia,7.1711,0,0,0.422,0.414,0.376,0.362
male,18,1st,Southampton,United States,53.02,1,0,0.518,0.232,0.27,0.232
female,18,1st,Southampton,Scotland,53.02,1,0,0.906,0.97,0.974,0.97
male,30,3rd,Cherbourg,Bulgaria,7.1711,0,0,0.422,0.38,0.402,0.364
male,23,2nd,Southampton,England,13,0,0,0.508,0.028,0.266,0.122
male,36,2nd,Southampton,England,16,0,0,0.51,0.126,0.258,0.068
female,24,1st,Cherbourg,Belgium,49.1001,0,0,0.952,0.988,0.982,0.988
male,46,1st,Southampton,Canada,75.041,0,0,0.422,0.03,0.03,0.03
female,25,3rd,Queenstown,Ireland,7.15,0,0,0.776,0.602,0.908,0.962
male,55,1st,Southampton,United States,51.1703,0,0,0.378,0.078,0.038,0.078
male,19,3rd,Queenstown,United States,7.15,0,0,0.386,0.208,0.234,0.126
female,29,3rd,Queenstown,Ireland,23.05,2,0,0.69,0.63,0.906,0.94
female,26,3rd,Queenstown,Ireland,23.05,2,0,0.69,0.636,0.912,0.95
male,24,3rd,Queenstown,Ireland,23.05,2,0,0.43,0.324,0.412,0.248
male,32,2nd,Southampton,Australia,13.1,0,0,0.496,0.142,0.26,0.152
male,32,2nd,Southampton,Canada,13,0,0,0.508,0.142,0.256,0.152
female,31,3rd,Queenstown,Ireland,7.1508,0,0,0.78,0.598,0.862,0.962
male,20,3rd,Queenstown,Ireland,15.1,0,0,0.386,0.21,0.262,0.122
male,35,1st,Southampton,Ireland,26.0509,0,0,0.618,0.136,0.59,0.136
female,22,3rd,Queenstown,Ireland,7.1707,0,0,0.73,0.56,0.88,0.96
female,17,3rd,Queenstown,United States,8,0,0,0.772,0.536,0.876,0.95
female,42,3rd,Queenstown,Ireland,7.15,0,0,0.776,0.454,0.822,0.95
male,46,2nd,Southampton,Channel Islands,26,0,0,0.472,0.106,0.2,0.03
male,19,3rd,Queenstown,Ireland,7.15,0,0,0.386,0.208,0.234,0.126
male,27,3rd,Southampton,England,16.02,1,0,0.45,0.286,0.34,0.316
female,19,3rd,Southampton,England,16.02,1,0,0.462,0.348,0.816,0.98
female,32,3rd,Queenstown,Ireland,7.15,0,0,0.776,0.544,0.822,0.956
female,62,3rd,Southampton,England,8.01,0,0,0.632,0.39,0.696,0.898
male,22,3rd,Queenstown,Ireland,7.15,0,0,0.386,0.212,0.246,0.114
female,32,3rd,Southampton,England,8.01,0,0,0.632,0.47,0.846,0.972
female,13,2nd,Southampton,England,19.1,0,1,0.972,0.928,0.962,0.964
female,42,2nd,Southampton,England,19.1,0,1,0.972,0.936,0.95,0.974
male,19,2nd,Southampton,England,10.1,0,0,0.518,0.016,0.25,0.118
male,48,3rd,Southampton,Italy,8.01,0,0,0.578,0.436,0.22,0.17
male,28,3rd,Queenstown,Ireland,7.15,0,0,0.386,0.282,0.232,0.148
male,31,2nd,Southampton,England,13,0,0,0.508,0.104,0.22,0.124
male,28,1st,Cherbourg,United States,82.0305,1,0,0.482,0.274,0.246,0.274
female,25,1st,Cherbourg,United States,82.0305,1,0,0.954,0.99,0.99,0.99
male,21,3rd,Southampton,Norway,7.1506,0,0,0.54,0.26,0.236,0.11
male,28,3rd,Southampton,Bulgaria,7.1711,0,0,0.556,0.366,0.234,0.154
male,23,3rd,Southampton,England,8.01,0,0,0.578,0.276,0.238,0.122
male,65,1st,Cherbourg,United States,26.11,0,0,0.57,0.086,0.026,0.086
male,48,2nd,Southampton,Denmark,13,0,0,0.508,0.162,0.22,0.17
male,44,1st,Queenstown,United States,90,2,0,0.452,0.138,0.15,0.138
female,33,1st,Queenstown,United States,90,1,0,0.916,0.972,0.976,0.972
female,37,1st,Queenstown,United States,90,1,0,0.916,0.962,0.972,0.962
male,24,3rd,Southampton,X,7.1711,0,0,0.556,0.368,0.24,0.172
male,21,3rd,Southampton,Bulgaria,7.1711,0,0,0.556,0.26,0.244,0.11
male,72,2nd,Southampton,England,10.1,0,0,0.518,0.118,0.086,0.06
male,23,3rd,Southampton,X,7.1711,0,0,0.556,0.276,0.236,0.122
female,23,3rd,Queenstown,Ireland,7.1707,0,0,0.73,0.572,0.9,0.964
male,30,1st,Cherbourg,United States,57.15,1,0,0.572,0.284,0.49,0.284
male,27,3rd,Southampton,Norway,7.13,0,0,0.534,0.358,0.244,0.176
male,55,1st,Southampton,Canada,30.1,0,0,0.582,0.078,0.174,0.078
male,27,2nd,Southampton,England,13,0,0,0.508,0.07,0.276,0.176
male,47,1st,Southampton,United States,42.08,0,0,0.392,0.08,0.062,0.08
male,19,3rd,Southampton,England,8.01,0,0,0.578,0.256,0.234,0.118
male,7,3rd,Southampton,X,12.0906,0,1,0.784,0.464,0.692,0.586
female,29,3rd,Southampton,X,12.0906,0,1,0.734,0.412,0.856,0.976
female,28,3rd,Queenstown,Ireland,24.03,1,0,0.592,0.62,0.916,0.962
male,28,3rd,Queenstown,Ireland,24.03,1,0,0.306,0.224,0.31,0.212
male,54,2nd,Southampton,United States,14,0,0,0.494,0.142,0.196,0.14
male,38,2nd,Southampton,England,26,0,0,0.472,0.144,0.24,0.066
male,34,3rd,Southampton,England,8.01,0,0,0.578,0.508,0.248,0.132
male,30,3rd,Queenstown,Ireland,7.15,0,0,0.386,0.294,0.19,0.112
male,29,3rd,Southampton,Norway,7.1506,0,0,0.54,0.4,0.206,0.114
female,35,3rd,Cherbourg,Lebanon,7.0407,0,0,0.866,0.602,0.898,0.978
male,28,3rd,Southampton,England,8.01,0,0,0.578,0.366,0.234,0.154
male,4,3rd,Cherbourg,Lebanon,15.0411,1,1,0.764,0.678,0.81,0.742
male,7,3rd,Cherbourg,Lebanon,15.0411,1,1,0.764,0.578,0.728,0.71
female,25,3rd,Cherbourg,Lebanon,15.0411,0,2,0.812,0.632,0.914,0.966
male,17,2nd,Southampton,England,10.1,0,0,0.518,0.028,0.242,0.148
female,21,3rd,Queenstown,Ireland,7.1408,0,0,0.786,0.536,0.87,0.962
female,25,3rd,Queenstown,Ireland,7.15,0,0,0.776,0.602,0.908,0.962
male,22,3rd,Southampton,England,8.01,0,0,0.578,0.258,0.246,0.11
female,18,3rd,Queenstown,Ireland,15.1,1,0,0.648,0.506,0.828,0.964
female,25,3rd,Queenstown,Ireland,15.1,1,0,0.648,0.634,0.872,0.972
female,31,3rd,Queenstown,Ireland,15.1,0,0,0.728,0.598,0.912,0.962
female,22,3rd,Cherbourg,Lebanon,7.0406,0,0,0.86,0.604,0.904,0.976
male,18,3rd,Southampton,Sweden,7.15,0,0,0.536,0.256,0.208,0.118
male,63,2nd,Queenstown,Ireland,9.1309,0,0,0.424,0.098,0.088,0.06
male,22,3rd,Southampton,Bulgaria,7.1711,0,0,0.556,0.258,0.244,0.11
female,15,3rd,Cherbourg,Lebanon,7.0406,0,0,0.86,0.592,0.91,0.97
male,17,3rd,Cherbourg,Lebanon,7.0407,0,0,0.382,0.276,0.448,0.388
female,1,3rd,Cherbourg,Lebanon,15.141,0,2,0.876,0.656,0.914,0.886
male,21,3rd,Cherbourg,Lebanon,15.141,1,1,0.814,0.432,0.604,0.528
female,19,3rd,Cherbourg,Lebanon,15.141,1,1,0.85,0.602,0.902,0.984
male,36,3rd,Southampton,England,8.01,0,0,0.578,0.506,0.232,0.068
male,32,3rd,Southampton,X,7.1711,0,0,0.556,0.566,0.238,0.152
male,20,3rd,Cherbourg,Lebanon,7.0407,0,0,0.382,0.286,0.464,0.356
male,28,2nd,Cherbourg,United States,30.0105,1,0,0.468,0.084,0.526,0.274
female,14,2nd,Cherbourg,Lebanon,30.0105,1,0,0.94,0.916,0.896,0.984
male,20,3rd,Cherbourg,Lebanon,7.0406,0,0,0.366,0.286,0.458,0.356
male,36,1st,Cherbourg,United States,29.14,0,1,0.708,0.39,0.208,0.39
female,21,3rd,Queenstown,Ireland,7.15,0,0,0.776,0.536,0.862,0.962
male,2,2nd,Southampton,France,26,1,1,0.78,0.722,0.76,0.672
male,3,2nd,Southampton,France,26,1,1,0.78,0.728,0.766,0.682
male,32,2nd,Southampton,Slovakia (Modern day),26,0,2,0.728,0.192,0.276,0.298
male,22,3rd,Southampton,X,7.1711,0,0,0.556,0.258,0.244,0.11
male,26,2nd,Southampton,England,13,0,0,0.508,0.076,0.282,0.174
female,31,1st,Cherbourg,United States,113.0506,1,0,0.958,0.99,0.996,0.99
female,23,1st,Cherbourg,United States,113.0506,1,0,0.958,0.988,0.988,0.988
male,58,1st,Cherbourg,United States,113.0506,0,2,0.874,0.222,0.198,0.222
female,19,1st,Southampton,United States,26.0508,0,2,0.922,0.958,0.964,0.958
male,19,2nd,Southampton,England,36.15,1,1,0.792,0.164,0.356,0.308
male,60,1st,Southampton,England,26,0,0,0.486,0.088,0.034,0.088
female,29,3rd,Southampton,Finland,7.1806,0,0,0.61,0.434,0.864,0.974
male,28,3rd,Southampton,Sweden,8.01,0,0,0.578,0.366,0.234,0.154
female,18,3rd,Southampton,Sweden,7.1506,0,0,0.608,0.418,0.88,0.968
female,26,3rd,Southampton,Sweden,7.1701,0,0,0.574,0.458,0.902,0.97
male,21,3rd,Southampton,Sweden,7.1701,0,0,0.556,0.26,0.242,0.11
male,11,3rd,Cherbourg,Lebanon,11.041,1,0,0.62,0.344,0.682,0.442
female,14,3rd,Cherbourg,Lebanon,11.041,1,0,0.774,0.594,0.884,0.984
male,41,3rd,Southampton,Finland,7.0206,0,0,0.51,0.428,0.196,0.028
male,39,3rd,Southampton,United States,7.1806,0,0,0.584,0.472,0.222,0.036
male,20,3rd,Cherbourg,Lebanon,7.0407,0,0,0.382,0.286,0.464,0.356
male,27,2nd,Southampton,Scotland,13.1,0,0,0.496,0.07,0.274,0.176
male,21,3rd,Southampton,England,7.16,0,0,0.564,0.26,0.25,0.11
male,20,1st,Cherbourg,Germany,13.1703,0,0,0.668,0.356,0.598,0.356
female,29,2nd,Southampton,United States,10.1,0,0,0.932,0.874,0.894,0.974
female,22,3rd,Southampton,Sweden,7.15,0,0,0.656,0.396,0.876,0.974
male,60,3rd,Southampton,Norway,6.0409,0,0,0.498,0.366,0.056,0.088
male,21,3rd,Queenstown,Ireland,7.1607,0,0,0.418,0.222,0.266,0.122
female,26,3rd,Queenstown,Ireland,15.1,1,0,0.648,0.644,0.864,0.97
male,27,3rd,Queenstown,Ireland,15.1,1,0,0.344,0.24,0.306,0.25
male,18,3rd,Queenstown,Ireland,7.1408,0,0,0.384,0.212,0.238,0.13
male,17,3rd,Queenstown,Ireland,7.15,0,0,0.386,0.214,0.238,0.152
male,23,3rd,Queenstown,Ireland,7.15,0,0,0.386,0.226,0.246,0.122
male,23,3rd,Southampton,Sweden,9.0406,0,0,0.582,0.276,0.238,0.122
female,24,3rd,Queenstown,Ireland,7.1707,0,0,0.73,0.598,0.912,0.968
female,22,3rd,Southampton,Sweden,7.1506,0,0,0.608,0.396,0.868,0.974
male,21,3rd,Queenstown,Ireland,7.15,0,0,0.386,0.222,0.26,0.122
female,16,3rd,Queenstown,Ireland,7.1607,0,0,0.78,0.544,0.9,0.95
female,39,1st,Cherbourg,Spain,108.18,0,0,0.95,0.984,0.988,0.984
male,9,3rd,Southampton,Norway,3.0305,0,1,0.75,0.462,0.62,0.566
male,28,3rd,Southampton,Norway,22.1006,0,0,0.428,0.366,0.258,0.154
male,42,3rd,Southampton,United States,8.0801,0,1,0.744,0.262,0.192,0.112
male,27,3rd,Southampton,Norway,7.0603,0,0,0.516,0.358,0.234,0.176
female,31,3rd,Southampton,Sweden,7.1701,0,0,0.574,0.472,0.87,0.976
male,28,3rd,Southampton,Sweden,7.1701,0,0,0.556,0.366,0.232,0.154
male,32,3rd,Southampton,Sweden,7.1506,0,0,0.54,0.566,0.244,0.152
male,20,3rd,Southampton,Norway,9.0406,0,0,0.582,0.258,0.244,0.112
male,29,1st,Cherbourg,France,25.141,0,0,0.596,0.396,0.504,0.396
female,23,3rd,Southampton,Croatia,8.1303,0,0,0.554,0.39,0.844,0.972
female,20,3rd,Southampton,Croatia,8.1303,0,0,0.554,0.384,0.838,0.974
male,20,3rd,Southampton,Croatia,8.1303,0,0,0.574,0.258,0.242,0.112
male,16,3rd,Southampton,Sweden,9.0404,0,0,0.574,0.258,0.244,0.166
female,22,1st,Southampton,United States,61.1907,0,1,0.938,0.982,0.992,0.982
male,64,1st,Southampton,United States,61.1907,0,1,0.622,0.04,0.058,0.04
female,21,3rd,Queenstown,Ireland,7.1207,0,0,0.678,0.536,0.834,0.962
male,38,2nd,Southampton,United States,13,0,0,0.508,0.144,0.206,0.066
male,36,1st,Cherbourg,Cuba,27.1405,0,0,0.558,0.224,0.214,0.224
male,22,2nd,Southampton,England,10.1,0,0,0.518,0.02,0.26,0.11
male,27,2nd,Cherbourg,Spain,13.1703,0,0,0.576,0.194,0.582,0.434
male,23,2nd,Southampton,Canada,10.1,0,0,0.518,0.028,0.252,0.122
male,29,2nd,Cherbourg,Spain,13.1702,0,0,0.576,0.19,0.566,0.396
male,2,3rd,Southampton,Sweden,21.0106,3,1,0.104,0.124,0.516,0.498
male,6,3rd,Southampton,Sweden,21.0106,3,1,0.104,0.106,0.482,0.486
female,3,3rd,Southampton,Sweden,21.0106,3,1,0.114,0.156,0.646,0.682
female,8,3rd,Southampton,Sweden,21.0106,3,1,0.114,0.124,0.704,0.778
female,29,3rd,Southampton,Sweden,21.0106,0,4,0.4,0.228,0.776,0.868
male,1,3rd,Southampton,Finland,39.1309,4,1,0.016,0.09,0.456,0.462
male,15,3rd,Southampton,United States,39.1309,4,1,0.016,0.054,0.334,0.324
male,7,3rd,Southampton,Finland,39.1309,4,1,0.016,0.078,0.442,0.46
male,2,3rd,Southampton,Finland,39.1309,4,1,0.016,0.084,0.45,0.46
male,16,3rd,Southampton,Finland,39.1309,4,1,0.016,0.056,0.306,0.292
female,41,3rd,Southampton,Finland,39.1309,0,5,0.222,0.154,0.79,0.85
male,17,2nd,Southampton,Channel Islands,10.1,0,0,0.518,0.028,0.242,0.148
male,21,2nd,Belfast,Northern Ireland,22,0,0,0.434,0.02,0.276,0.116
female,59,2nd,Southampton,United States,26,0,1,0.99,0.906,0.926,0.966
male,30,1st,Belfast,England,89,0,0,0.362,0.09,0.048,0.09
male,40,1st,Southampton,England,28.1,0,0,0.558,0.036,0.28,0.036
male,21,3rd,Southampton,Slovenia,8.1303,0,0,0.574,0.26,0.246,0.11
male,20,3rd,Southampton,England,14.1,0,0,0.476,0.258,0.266,0.112
male,32,3rd,Southampton,Croatia,7.1711,0,0,0.556,0.566,0.238,0.152
male,23,1st,Southampton,Canada,93.1,0,0,0.446,0.122,0.102,0.122
male,0.5833333333,3rd,Southampton,England,13.1506,1,1,0.358,0.39,0.582,0.666
female,4,3rd,Southampton,England,13.1506,1,1,0.384,0.366,0.634,0.816
female,26,3rd,Southampton,England,13.1506,0,2,0.558,0.336,0.81,0.918
male,32,3rd,Southampton,England,7,0,0,0.506,0.566,0.228,0.152
female,22,1st,Southampton,England,66.12,1,0,0.904,0.986,0.99,0.986
male,29,1st,Southampton,England,66.12,1,0,0.484,0.204,0.208,0.204
male,28,3rd,Southampton,Norway,7.1506,0,0,0.54,0.366,0.224,0.154
male,24,3rd,Southampton,England,8.01,0,0,0.578,0.368,0.24,0.172
male,21,3rd,Southampton,Finland,7.1806,0,0,0.584,0.26,0.252,0.11
male,25,3rd,Southampton,Finland,7.1806,0,0,0.584,0.372,0.258,0.174
female,22,1st,Cherbourg,Spain,108.18,1,0,0.958,0.988,0.99,0.988
male,24,1st,Cherbourg,Spain,108.18,1,0,0.462,0.236,0.188,0.236
male,19,2nd,Southampton,England,10.1,0,0,0.518,0.016,0.25,0.118
male,24,3rd,Southampton,England,7.05,0,0,0.516,0.368,0.232,0.172
male,39,2nd,Cherbourg,France,15.01,0,0,0.42,0.136,0.25,0.16
female,33,1st,Southampton,Canada,93.1,0,0,0.924,0.972,0.986,0.972
male,25,3rd,Southampton,Sweden,7.1506,1,0,0.474,0.286,0.328,0.352
male,41,2nd,Southampton,Germany,13,0,0,0.508,0.122,0.21,0.028
female,28,3rd,Southampton,Croatia,7.1711,0,0,0.576,0.426,0.866,0.972
male,4,3rd,Cherbourg,Lebanon,22.0702,1,1,0.738,0.678,0.812,0.742
female,2,3rd,Cherbourg,Lebanon,22.0702,1,1,0.86,0.666,0.908,0.868
male,24,3rd,Southampton,England,8.01,0,0,0.578,0.368,0.24,0.172
female,28,3rd,Queenstown,Ireland,8.0209,0,0,0.748,0.58,0.852,0.956
male,19,3rd,Southampton,Bulgaria,7.1711,0,0,0.556,0.256,0.232,0.118
male,29,3rd,Southampton,Bulgaria,7.1711,0,0,0.556,0.4,0.212,0.114
female,18,3rd,Southampton,Sweden,7.1506,0,0,0.608,0.418,0.88,0.968
male,25,3rd,Southampton,Sweden,7.1506,1,0,0.474,0.286,0.328,0.352
male,52,1st,Southampton,Canada,30.1,0,0,0.582,0.21,0.51,0.21
female,21,2nd,Southampton,England,21,0,1,0.962,0.924,0.946,0.97
female,19,2nd,Southampton,England,26,0,0,0.92,0.886,0.942,0.974
male,43,2nd,Southampton,England,21,0,1,0.766,0.112,0.188,0.108
male,33,3rd,Southampton,Poland,8.01,0,0,0.578,0.52,0.23,0.13
female,32,2nd,Southampton,Poland,13,0,0,0.91,0.876,0.882,0.972
male,27,3rd,Southampton,X,7.1711,0,0,0.556,0.358,0.244,0.176
male,17,3rd,Southampton,Croatia,8.1303,0,0,0.574,0.256,0.228,0.148
male,24,3rd,Southampton,Croatia,8.1303,0,0,0.574,0.368,0.24,0.172
male,24,2nd,Southampton,England,13,0,0,0.508,0.056,0.27,0.172
male,30,2nd,Cherbourg,United States,12.1409,0,0,0.598,0.178,0.496,0.364
male,46,1st,Southampton,United States,52,0,0,0.392,0.03,0.034,0.03
female,56,1st,Cherbourg,United States,83.0302,0,1,0.966,0.984,0.996,0.984
male,27,2nd,Cherbourg,United States,15,0,0,0.42,0.194,0.466,0.434
male,16,3rd,Cherbourg,X,8.1403,0,0,0.442,0.274,0.486,0.4
female,2,2nd,Southampton,X,26,1,1,0.946,0.84,0.796,0.736
female,8,2nd,Southampton,X,26,1,1,0.946,0.918,0.874,0.896
female,33,2nd,Southampton,X,26,0,2,0.984,0.936,0.962,0.964
male,27,3rd,Southampton,X,7.1711,0,0,0.556,0.358,0.244,0.176
male,21,3rd,Cherbourg,Lebanon,7.0406,0,0,0.366,0.29,0.454,0.354
female,63,3rd,Southampton,Norway,8.0203,0,0,0.616,0.366,0.636,0.75
male,30,3rd,Cherbourg,Lebanon,7.0407,0,0,0.382,0.38,0.38,0.364
male,18,3rd,Southampton,Wales,7.05,0,0,0.516,0.256,0.21,0.118
male,36,2nd,Southampton,England,10.1,0,0,0.518,0.126,0.244,0.068
male,38,3rd,Southampton,Bosnia,7.1711,0,0,0.556,0.52,0.202,0.066
male,33,2nd,Southampton,Channel Islands,21,1,0,0.476,0.12,0.312,0.246
female,30,2nd,Southampton,Channel Islands,21,3,0,0.728,0.844,0.858,0.93
male,37,1st,Cherbourg,Netherlands,89,0,0,0.478,0.18,0.116,0.18
female,29,2nd,Southampton,Spain,13,0,0,0.91,0.874,0.902,0.974
male,21,3rd,Southampton,England,8.01,0,0,0.578,0.26,0.246,0.11
male,33,1st,Cherbourg,United States,39.12,0,0,0.598,0.362,0.482,0.362
male,10,3rd,Queenstown,Ireland,29.0206,4,1,0.01,0.066,0.406,0.396
male,4,3rd,Queenstown,Ireland,29.0206,4,1,0.01,0.078,0.428,0.428
male,7,3rd,Queenstown,Ireland,29.0206,4,1,0.01,0.074,0.412,0.42
male,2,3rd,Queenstown,Ireland,29.0206,4,1,0.01,0.06,0.43,0.41
male,8,3rd,Queenstown,Ireland,29.0206,4,1,0.01,0.074,0.412,0.418
female,39,3rd,Queenstown,Ireland,29.0206,0,5,0.292,0.208,0.732,0.842
male,23,2nd,Cherbourg,X,15,0,0,0.42,0.112,0.426,0.296
male,0.75,2nd,Southampton,England,18.15,1,1,0.814,0.74,0.794,0.686
male,3,2nd,Southampton,England,18.15,1,1,0.814,0.728,0.802,0.682
female,24,2nd,Southampton,England,18.15,2,3,0.904,0.918,0.9,0.904
female,58,2nd,Southampton,England,10.1,0,0,0.932,0.794,0.782,0.944
