gender,age,class,embarked,country,fare,sibsp,parch,pred0,age_2,pred1,class_2,pred2,fare_2,pred3,gender_2,pred4,embarked_2,pred5,sibsp_2,pred6,parch_2,pred7
male,10,3rd,Cherbourg,Lebanon,4,0,0,0.178,8,0.316,1st,0.564,72,0.524,male,0.524,Southampton,0.422,0,0.422,0,0.422
female,30,1st,Southampton,X,31,0,0,0.918,8,0.888,1st,0.888,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,34,1st,Southampton,United States,26.11,0,0,0.488,8,0.574,1st,0.574,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,35,3rd,Southampton,Ireland,13,0,0,0.018,8,0.544,1st,0.528,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,29,2nd,Southampton,England,26,0,0,0.004,8,0.472,1st,0.486,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,27,3rd,Queenstown,Ireland,7.15,0,0,0.012,8,0.386,1st,0.472,72,0.39,male,0.39,Southampton,0.422,0,0.422,0,0.422
male,19,3rd,Cherbourg,X,7.0406,0,0,0,8,0.366,1st,0.59,72,0.524,male,0.524,Southampton,0.422,0,0.422,0,0.422
male,55,3rd,Southampton,England,15.02,0,0,0.004,8,0.498,1st,0.516,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,25,2nd,Southampton,United States,26,0,1,0.972,8,0.99,1st,0.936,72,0.928,male,0.58,Southampton,0.58,0,0.58,0,0.422
male,26,3rd,Cherbourg,Lebanon,7.0406,0,0,0.014,8,0.366,1st,0.59,72,0.524,male,0.524,Southampton,0.422,0,0.422,0,0.422
female,20,3rd,Queenstown,Ireland,7.1607,0,0,0.75,8,0.78,1st,0.87,72,0.916,male,0.39,Southampton,0.422,0,0.422,0,0.422
male,22,3rd,Southampton,England,8.01,0,0,0,8,0.578,1st,0.524,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,40,1st,Southampton,United States,153.0903,0,0,0.988,8,0.908,1st,0.908,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,17,2nd,Southampton,Finland,13,0,2,0.91,8,0.896,1st,0.844,72,0.9,male,0.726,Southampton,0.726,0,0.726,0,0.422
male,35,1st,Southampton,United States,26.0509,0,0,0.59,8,0.618,1st,0.618,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,39,1st,Cherbourg,United States,55.18,1,0,0.992,8,0.958,1st,0.958,72,0.952,male,0.47,Southampton,0.49,0,0.422,0,0.422
male,51,1st,Cherbourg,United States,55.18,1,0,0.32,8,0.582,1st,0.582,72,0.47,male,0.47,Southampton,0.49,0,0.422,0,0.422
male,40,3rd,Southampton,England,8.01,0,0,0.002,8,0.578,1st,0.524,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,56,1st,Southampton,Switzerland,35.1,0,0,0.256,8,0.532,1st,0.532,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,20,2nd,Southampton,England,36.15,0,0,0.95,8,0.946,1st,0.922,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,30,2nd,Southampton,Finland,13,0,0,0.892,8,0.91,1st,0.878,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,22,3rd,Cherbourg,Turkey,7.0407,0,0,0.02,8,0.382,1st,0.604,72,0.524,male,0.524,Southampton,0.422,0,0.422,0,0.422
male,20,3rd,Southampton,England,8.01,0,0,0.002,8,0.578,1st,0.524,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,40,3rd,Southampton,Bosnia,7.1711,0,0,0.006,8,0.556,1st,0.518,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,21,3rd,Southampton,United States,7.1806,0,0,0.014,8,0.584,1st,0.526,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,18,3rd,Southampton,Finland,6.0911,0,0,0.782,8,0.732,1st,0.856,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,59,2nd,Southampton,Sweden,13.1,0,0,0.016,8,0.496,1st,0.516,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,5,3rd,Southampton,United States,27.18,3,2,0.034,8,0.024,1st,0.496,72,0.542,male,0.542,Southampton,0.542,0,0.726,0,0.422
male,11,3rd,Southampton,United States,27.18,3,2,0.016,8,0.024,1st,0.496,72,0.542,male,0.542,Southampton,0.542,0,0.726,0,0.422
female,9,3rd,Southampton,United States,27.18,3,2,0.024,8,0.028,1st,0.736,72,0.748,male,0.542,Southampton,0.542,0,0.726,0,0.422
female,2,3rd,Southampton,United States,27.18,3,2,0.06,8,0.028,1st,0.736,72,0.748,male,0.542,Southampton,0.542,0,0.726,0,0.422
female,43,3rd,Southampton,Sweden,27.18,1,4,0.07,8,0.148,1st,0.772,72,0.784,male,0.666,Southampton,0.666,0,0.652,0,0.422
male,40,3rd,Southampton,Sweden,27.18,1,4,0.002,8,0.168,1st,0.596,72,0.666,male,0.666,Southampton,0.666,0,0.652,0,0.422
male,42,3rd,Southampton,X,7.1711,0,0,0,8,0.556,1st,0.518,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,30,2nd,Queenstown,Canada,12.07,0,0,0.936,8,0.934,1st,0.892,72,0.916,male,0.39,Southampton,0.422,0,0.422,0,0.422
male,35,2nd,Southampton,England,10.1,0,0,0.004,8,0.518,1st,0.538,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,20,3rd,Southampton,England,8.01,0,0,0.002,8,0.578,1st,0.524,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,28,1st,Southampton,United States,35.1,0,0,0.354,8,0.532,1st,0.532,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,56,1st,Southampton,England,26.11,0,0,0.148,8,0.574,1st,0.574,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,37,3rd,Southampton,Croatia,8.1303,0,0,0.002,8,0.574,1st,0.526,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,49,2nd,Southampton,England,13,0,0,0.94,8,0.91,1st,0.878,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,56,1st,Cherbourg,France,30.1311,0,0,0.092,8,0.6,1st,0.6,72,0.524,male,0.524,Southampton,0.422,0,0.422,0,0.422
male,24,1st,Cherbourg,United States,60,1,0,0.25,8,0.48,1st,0.48,72,0.47,male,0.47,Southampton,0.49,0,0.422,0,0.422
male,57,1st,Southampton,England,26,0,0,0.046,8,0.486,1st,0.486,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,18,1st,Cherbourg,United States,60,1,0,0.988,8,0.952,1st,0.952,72,0.952,male,0.47,Southampton,0.49,0,0.422,0,0.422
female,18,3rd,Queenstown,Ireland,7.1408,0,0,0.826,8,0.786,1st,0.86,72,0.916,male,0.39,Southampton,0.422,0,0.422,0,0.422
male,27,3rd,Queenstown,Ireland,7.15,0,0,0.012,8,0.386,1st,0.472,72,0.39,male,0.39,Southampton,0.422,0,0.422,0,0.422
male,24,1st,Southampton,United States,82.0504,1,0,0.456,8,0.572,1st,0.572,72,0.49,male,0.49,Southampton,0.49,0,0.422,0,0.422
female,23,1st,Southampton,United States,82.0504,1,0,0.998,8,0.912,1st,0.912,72,0.9,male,0.49,Southampton,0.49,0,0.422,0,0.422
male,25,2nd,Southampton,England,13,0,0,0.002,8,0.508,1st,0.528,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,19,3rd,Southampton,Norway,7.13,0,0,0.016,8,0.534,1st,0.502,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,31,3rd,Southampton,England,8.01,0,0,0.002,8,0.578,1st,0.524,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,23,3rd,Southampton,England,8.01,0,0,0,8,0.578,1st,0.524,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,6,1st,Cherbourg,United States,134.1,0,2,0.892,8,0.89,1st,0.89,72,0.852,male,0.852,Southampton,0.726,0,0.726,0,0.422
male,45,1st,Cherbourg,United States,134.1,1,1,0.444,8,0.728,1st,0.728,72,0.712,male,0.712,Southampton,0.662,0,0.58,0,0.422
female,39,1st,Cherbourg,United States,134.1,1,1,0.996,8,0.95,1st,0.95,72,0.946,male,0.712,Southampton,0.662,0,0.58,0,0.422
female,48,1st,Cherbourg,United States,146.1005,1,0,0.986,8,0.946,1st,0.946,72,0.952,male,0.47,Southampton,0.49,0,0.422,0,0.422
male,57,1st,Cherbourg,United States,146.1005,1,0,0.082,8,0.446,1st,0.446,72,0.47,male,0.47,Southampton,0.49,0,0.422,0,0.422
male,31,3rd,Southampton,England,8.01,0,0,0.002,8,0.578,1st,0.524,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,32,1st,Southampton,Switzerland,30.1,0,0,0.452,8,0.582,1st,0.582,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,23,3rd,Southampton,Bulgaria,7.1711,0,0,0,8,0.556,1st,0.518,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,33,3rd,Cherbourg,Croatia,8.1309,0,0,0.018,8,0.442,1st,0.644,72,0.524,male,0.524,Southampton,0.422,0,0.422,0,0.422
female,24,3rd,Southampton,England,7.11,0,0,0.704,8,0.682,1st,0.848,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,22,3rd,Southampton,England,8.01,0,0,0,8,0.578,1st,0.524,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,42,2nd,Cherbourg,United States,15,0,0,0.034,8,0.42,1st,0.604,72,0.524,male,0.524,Southampton,0.422,0,0.422,0,0.422
male,62,1st,Southampton,England,26.11,0,0,0.05,8,0.574,1st,0.574,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,54,1st,Cherbourg,United States,55.081,1,0,0.466,8,0.594,1st,0.594,72,0.47,male,0.47,Southampton,0.49,0,0.422,0,0.422
female,43,1st,Cherbourg,Ireland,55.081,1,0,0.994,8,0.958,1st,0.958,72,0.952,male,0.47,Southampton,0.49,0,0.422,0,0.422
female,52,1st,Cherbourg,United States,78.0504,1,0,0.992,8,0.958,1st,0.958,72,0.952,male,0.47,Southampton,0.49,0,0.422,0,0.422
male,64,1st,Cherbourg,United States,27.1405,0,0,0.026,8,0.558,1st,0.558,72,0.524,male,0.524,Southampton,0.422,0,0.422,0,0.422
male,24,2nd,Southampton,England,10.1,0,0,0.016,8,0.518,1st,0.538,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,61,1st,Southampton,United States,80,0,0,0.952,8,0.924,1st,0.924,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,59,3rd,Southampton,England,13,0,0,0.014,8,0.544,1st,0.528,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,19,3rd,Southampton,Bulgaria,7.1711,0,0,0,8,0.556,1st,0.518,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,22,3rd,Southampton,Finland,9.1609,0,0,0.382,8,0.568,1st,0.84,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,30,3rd,Southampton,Finland,7.1806,0,0,0.046,8,0.584,1st,0.526,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,67,1st,Southampton,United States,221.1507,1,0,0.08,8,0.516,1st,0.516,72,0.49,male,0.49,Southampton,0.49,0,0.422,0,0.422
female,63,1st,Southampton,Germany,221.1507,1,0,0.438,8,0.772,1st,0.772,72,0.9,male,0.49,Southampton,0.49,0,0.422,0,0.422
male,27,3rd,Southampton,Croatia,8.1303,0,0,0,8,0.574,1st,0.526,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,2,3rd,Southampton,United States,10.0903,0,1,0.512,8,0.566,1st,0.796,72,0.928,male,0.58,Southampton,0.58,0,0.58,0,0.422
female,29,3rd,Southampton,Sweden,10.0903,1,1,0.246,8,0.414,1st,0.656,72,0.896,male,0.662,Southampton,0.662,0,0.58,0,0.422
male,20,3rd,Southampton,England,8.01,0,0,0.002,8,0.578,1st,0.524,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,44,3rd,Southampton,Finland,7.1806,0,0,0.164,8,0.584,1st,0.526,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,25,3rd,Southampton,England,7.01,0,0,0.022,8,0.506,1st,0.486,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,61,1st,Southampton,England,32.0605,0,0,0.04,8,0.508,1st,0.508,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,74,3rd,Southampton,Sweden,7.1506,0,0,0.022,8,0.54,1st,0.5,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,14,3rd,Southampton,Sweden,9.0406,0,0,0.414,8,0.582,1st,0.532,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,24,3rd,Southampton,Sweden,7.1511,0,0,0.114,8,0.586,1st,0.516,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,19,2nd,Southampton,England,13,0,0,0,8,0.508,1st,0.528,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,14,2nd,Southampton,England,65,0,0,0.096,8,0.388,1st,0.422,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,46,1st,Southampton,United States,25.1807,0,0,0.954,8,0.904,1st,0.904,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,0.4166666667,3rd,Cherbourg,Lebanon,8.1004,0,1,0.842,8,0.752,1st,0.736,72,0.784,male,0.784,Southampton,0.58,0,0.58,0,0.422
male,30,3rd,Cherbourg,Lebanon,6.0809,1,0,0.018,8,0.414,1st,0.584,72,0.47,male,0.47,Southampton,0.49,0,0.422,0,0.422
female,16,3rd,Cherbourg,Lebanon,8.1004,1,1,0.77,8,0.788,1st,0.832,72,0.946,male,0.712,Southampton,0.662,0,0.58,0,0.422
female,18,1st,Southampton,United States,79.13,0,2,0.974,8,0.912,1st,0.912,72,0.9,male,0.726,Southampton,0.726,0,0.726,0,0.422
male,52,1st,Southampton,United States,79.13,1,1,0.268,8,0.692,1st,0.692,72,0.662,male,0.662,Southampton,0.662,0,0.58,0,0.422
female,39,1st,Southampton,United States,79.13,1,1,0.988,8,0.904,1st,0.904,72,0.896,male,0.662,Southampton,0.662,0,0.58,0,0.422
male,48,1st,Southampton,United States,52,1,0,0.438,8,0.476,1st,0.476,72,0.49,male,0.49,Southampton,0.49,0,0.422,0,0.422
male,40,2nd,Southampton,England,22,0,0,0.002,8,0.486,1st,0.508,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,49,1st,Southampton,United States,52,1,0,0.996,8,0.916,1st,0.916,72,0.9,male,0.49,Southampton,0.49,0,0.422,0,0.422
male,25,3rd,Southampton,Sweden,7.1511,0,0,0.152,8,0.586,1st,0.516,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,49,1st,Cherbourg,United States,110.1708,1,1,0.218,8,0.708,1st,0.708,72,0.712,male,0.712,Southampton,0.662,0,0.58,0,0.422
male,17,1st,Cherbourg,United States,110.1708,0,2,0.766,8,0.884,1st,0.884,72,0.852,male,0.852,Southampton,0.726,0,0.726,0,0.422
female,39,1st,Cherbourg,United States,110.1708,1,1,0.996,8,0.952,1st,0.952,72,0.946,male,0.712,Southampton,0.662,0,0.58,0,0.422
male,34,3rd,Southampton,England,8.01,0,0,0.018,8,0.578,1st,0.524,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,34,3rd,Cherbourg,X,6.0809,0,0,0.008,8,0.352,1st,0.566,72,0.524,male,0.524,Southampton,0.422,0,0.422,0,0.422
male,16,3rd,Cherbourg,X,7.0406,0,0,0.018,8,0.366,1st,0.59,72,0.524,male,0.524,Southampton,0.422,0,0.422,0,0.422
male,37,3rd,Southampton,Scotland,8.01,0,0,0,8,0.578,1st,0.524,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,38,1st,Cherbourg,United States,80,0,0,0.978,8,0.944,1st,0.944,72,0.948,male,0.524,Southampton,0.422,0,0.422,0,0.422
male,37,3rd,Southampton,England,16.02,1,0,0.034,8,0.45,1st,0.552,72,0.49,male,0.49,Southampton,0.49,0,0.422,0,0.422
female,33,3rd,Southampton,England,16.02,1,0,0.62,8,0.462,1st,0.81,72,0.9,male,0.49,Southampton,0.49,0,0.422,0,0.422
male,32,3rd,Southampton,Finland,7.1806,0,0,0.052,8,0.584,1st,0.526,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,20,3rd,Queenstown,Ireland,7.15,0,0,0.008,8,0.386,1st,0.472,72,0.39,male,0.39,Southampton,0.422,0,0.422,0,0.422
male,23,3rd,Southampton,Bulgaria,7.1711,0,0,0,8,0.556,1st,0.518,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,22,3rd,Southampton,England,8.01,0,0,0,8,0.578,1st,0.524,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,48,2nd,Southampton,Ireland,10.1,0,0,0.94,8,0.932,1st,0.866,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,41,3rd,Southampton,England,8.01,0,0,0.002,8,0.578,1st,0.524,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,20,3rd,Cherbourg,Lebanon,7.0407,0,0,0.006,8,0.382,1st,0.604,72,0.524,male,0.524,Southampton,0.422,0,0.422,0,0.422
male,26,3rd,Southampton,Sweden,13,0,0,0.056,8,0.544,1st,0.528,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,25,3rd,Southampton,Bulgaria,7.1711,0,0,0,8,0.556,1st,0.518,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,23,2nd,Southampton,England,13,0,0,0.006,8,0.508,1st,0.528,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,27,2nd,Southampton,Scotland,12.13,0,0,0.956,8,0.932,1st,0.886,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,27,2nd,Southampton,England,10.1,0,0,0.96,8,0.932,1st,0.866,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,31,1st,Cherbourg,United States,28.1009,0,0,0.516,8,0.622,1st,0.622,72,0.524,male,0.524,Southampton,0.422,0,0.422,0,0.422
male,8,3rd,Cherbourg,Lebanon,15.0411,1,1,0.764,8,0.764,1st,0.758,72,0.712,male,0.712,Southampton,0.662,0,0.58,0,0.422
female,9,3rd,Cherbourg,Lebanon,15.0411,1,1,0.704,8,0.706,1st,0.854,72,0.946,male,0.712,Southampton,0.662,0,0.58,0,0.422
female,27,3rd,Cherbourg,Lebanon,15.0411,0,2,0.826,8,0.812,1st,0.908,72,0.962,male,0.852,Southampton,0.726,0,0.726,0,0.422
male,36,3rd,Southampton,Croatia,7.1711,0,0,0,8,0.556,1st,0.518,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,18,3rd,Southampton,Finland,9.161,0,0,0.558,8,0.572,1st,0.842,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,63,3rd,Southampton,Finland,9.1109,0,0,0.384,8,0.57,1st,0.84,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,26,2nd,Southampton,England,21,1,0,0.54,8,0.738,1st,0.786,72,0.9,male,0.49,Southampton,0.49,0,0.422,0,0.422
male,29,2nd,Southampton,England,21,1,0,0,8,0.476,1st,0.526,72,0.49,male,0.49,Southampton,0.49,0,0.422,0,0.422
male,39,1st,Cherbourg,Mexico,27.1405,0,0,0.168,8,0.558,1st,0.558,72,0.524,male,0.524,Southampton,0.422,0,0.422,0,0.422
male,10,3rd,Southampton,England,14.1,1,1,0.122,8,0.348,1st,0.594,72,0.662,male,0.662,Southampton,0.662,0,0.58,0,0.422
male,9,3rd,Southampton,England,14.1,1,1,0.28,8,0.348,1st,0.594,72,0.662,male,0.662,Southampton,0.662,0,0.58,0,0.422
male,35,3rd,Southampton,England,14.1,0,2,0.046,8,0.458,1st,0.598,72,0.726,male,0.726,Southampton,0.726,0,0.726,0,0.422
male,28,3rd,Southampton,Belgium,9.1,0,0,0.006,8,0.572,1st,0.532,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,46,3rd,Southampton,Belgium,9,0,0,0.038,8,0.574,1st,0.528,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,61,1st,Southampton,United States,33.1,0,0,0.044,8,0.512,1st,0.512,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,18,3rd,Southampton,Belgium,18,2,0,0.224,8,0.342,1st,0.81,72,0.886,male,0.488,Southampton,0.488,0,0.422,0,0.422
male,31,3rd,Southampton,Belgium,18,3,0,0.122,8,0.224,1st,0.472,72,0.418,male,0.418,Southampton,0.418,0,0.422,0,0.422
male,15,3rd,Southampton,Belgium,18,2,0,0.046,8,0.36,1st,0.544,72,0.488,male,0.488,Southampton,0.488,0,0.422,0,0.422
female,31,3rd,Southampton,Belgium,18,1,0,0.364,8,0.38,1st,0.802,72,0.9,male,0.49,Southampton,0.49,0,0.422,0,0.422
male,35,3rd,Southampton,Belgium,9.1,0,0,0.014,8,0.572,1st,0.532,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,28,3rd,Southampton,Belgium,9.1,0,0,0.006,8,0.572,1st,0.532,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,10,3rd,Southampton,Belgium,24.03,0,2,0.24,8,0.266,1st,0.882,72,0.9,male,0.726,Southampton,0.726,0,0.726,0,0.422
male,36,3rd,Southampton,Belgium,24.03,1,1,0.036,8,0.318,1st,0.658,72,0.662,male,0.662,Southampton,0.662,0,0.58,0,0.422
female,30,3rd,Southampton,Belgium,24.03,1,1,0.246,8,0.254,1st,0.832,72,0.896,male,0.662,Southampton,0.662,0,0.58,0,0.422
male,23,3rd,Southampton,Belgium,9.1,0,0,0.004,8,0.572,1st,0.532,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,22,3rd,Cherbourg,Turkey,7.0406,0,0,0.036,8,0.366,1st,0.59,72,0.524,male,0.524,Southampton,0.422,0,0.422,0,0.422
male,40,2nd,Southampton,United States,13,0,0,0.016,8,0.508,1st,0.528,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,20,3rd,Southampton,Sweden,7.1701,0,0,0,8,0.556,1st,0.512,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,14,3rd,Southampton,Sweden,7.1701,0,0,0.532,8,0.574,1st,0.836,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,21,3rd,Southampton,Slovenia,7.1711,0,0,0,8,0.556,1st,0.518,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,22,3rd,Southampton,Belgium,9,0,0,0.002,8,0.574,1st,0.528,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,48,1st,Southampton,United States,34,0,0,0.22,8,0.512,1st,0.512,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,36,2nd,Southampton,England,21,0,0,0.876,8,0.816,1st,0.858,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,37,1st,Cherbourg,X,512.0607,0,0,0.986,8,0.944,1st,0.944,72,0.948,male,0.524,Southampton,0.422,0,0.422,0,0.422
male,35,3rd,Southampton,England,8.01,0,0,0.002,8,0.578,1st,0.524,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,47,2nd,Southampton,England,21,1,0,0.002,8,0.476,1st,0.526,72,0.49,male,0.49,Southampton,0.49,0,0.422,0,0.422
female,32,2nd,Southampton,England,21,0,0,0.73,8,0.816,1st,0.858,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,23,2nd,Southampton,England,10.1,1,0,0.016,8,0.502,1st,0.568,72,0.49,male,0.49,Southampton,0.49,0,0.422,0,0.422
male,31,3rd,Southampton,England,7.11,0,0,0.026,8,0.528,1st,0.496,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,63,1st,Cherbourg,United States,75.05,1,0,0.13,8,0.482,1st,0.482,72,0.47,male,0.47,Southampton,0.49,0,0.422,0,0.422
female,60,1st,Cherbourg,England,75.05,1,0,0.976,8,0.954,1st,0.954,72,0.952,male,0.47,Southampton,0.49,0,0.422,0,0.422
male,19,2nd,Belfast,Northern Ireland,22,0,0,0.006,8,0.434,1st,0.494,72,0.374,male,0.374,Southampton,0.422,0,0.422,0,0.422
female,12,2nd,Southampton,Scotland,15.15,0,0,0.936,8,0.932,1st,0.91,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,40,2nd,Southampton,Scotland,15.15,0,0,0.96,8,0.932,1st,0.91,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,23,3rd,Cherbourg,Lebanon,7.0406,0,0,0.024,8,0.366,1st,0.59,72,0.524,male,0.524,Southampton,0.422,0,0.422,0,0.422
female,37,2nd,Southampton,England,13,0,0,0.944,8,0.91,1st,0.878,72,0.912,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,66,3rd,Southampton,England,8.01,0,0,0.032,8,0.578,1st,0.524,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,59,1st,Southampton,United States,26.11,0,0,0.054,8,0.574,1st,0.574,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,37,2nd,Southampton,Hungary,26,1,0,0.012,8,0.472,1st,0.52,72,0.49,male,0.49,Southampton,0.49,0,0.422,0,0.422
female,37,2nd,Southampton,England,26,1,0,0.882,8,0.936,1st,0.892,72,0.9,male,0.49,Southampton,0.49,0,0.422,0,0.422
male,2,2nd,Southampton,England,23,1,1,0.942,8,0.796,1st,0.682,72,0.662,male,0.662,Southampton,0.662,0,0.58,0,0.422
female,4,2nd,Southampton,England,23,1,1,0.944,8,0.918,1st,0.856,72,0.896,male,0.662,Southampton,0.662,0,0.58,0,0.422
female,29,2nd,Southampton,England,23,0,2,0.974,8,0.97,1st,0.912,72,0.9,male,0.726,Southampton,0.726,0,0.726,0,0.422
male,27,3rd,Southampton,Sweden,7.1511,0,0,0.136,8,0.586,1st,0.516,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
female,0.8333333333,2nd,Southampton,England,27.15,1,2,0.958,8,0.97,1st,0.844,72,0.828,male,0.752,Southampton,0.752,0,0.726,0,0.422
female,4,2nd,Southampton,England,27.15,1,2,0.986,8,0.97,1st,0.844,72,0.828,male,0.752,Southampton,0.752,0,0.726,0,0.422
male,36,2nd,Southampton,England,27.15,1,2,0.074,8,0.69,1st,0.67,72,0.752,male,0.752,Southampton,0.752,0,0.726,0,0.422
female,33,2nd,Southampton,England,27.15,1,2,0.948,8,0.97,1st,0.844,72,0.828,male,0.752,Southampton,0.752,0,0.726,0,0.422
male,65,2nd,Southampton,England,10.1,0,0,0.064,8,0.518,1st,0.538,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,26,2nd,Southampton,England,12.1706,0,0,0,8,0.518,1st,0.534,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,31,2nd,Southampton,England,13,0,0,0.02,8,0.508,1st,0.528,72,0.422,male,0.422,Southampton,0.422,0,0.422,0,0.422
male,54,1st,Southampton,United States,77.0509,0,1,0.07,8,0.58,1st,0.58,72,0.58,male,0.58,Southampton,0.58,0,0.58,0,0.422
